8-Oct-13	583	10-25-28-30	6
4-Oct-13	582	04-20-22-27	11
1-Oct-13	581	08-11-17-20	2
27-Sep-13	580	03-11-12-26	4
24-Sep-13	579	09-14-20-25	2
20-Sep-13	578	10-11-24-30	7
17-Sep-13	577	12-24-25-28	9
13-Sep-13	576	11-13-23-26	7
10-Sep-13	575	07-11-13-20	8
6-Sep-13	574	11-18-25-29	4
3-Sep-13	573	02-16-17-28	9
30-Aug-13	572	07-12-15-28	6
27-Aug-13	571	03-08-26-30	11
23-Aug-13	570	07-09-22-28	7
20-Aug-13	569	02-10-11-28	5
16-Aug-13	568	02-08-11-25	14
13-Aug-13	567	09-14-21-28	13
9-Aug-13	566	03-07-19-23	6
6-Aug-13	565	15-17-20-23	2
2-Aug-13	564	08-17-20-26	2
30-Jul-13	563	01-04-23-26	10
26-Jul-13	562	02-03-19-21	3
23-Jul-13	561	13-16-23-30	7
19-Jul-13	560	07-21-23-26	3
16-Jul-13	559	03-04-10-17	10
12-Jul-13	558	06-11-22-28	5
9-Jul-13	557	01-03-18-28	2
5-Jul-13	556	01-09-15-19	2
2-Jul-13	555	04-16-25-27	12
28-Jun-13	554	02-21-22-28	7
25-Jun-13	553	01-07-18-28	13
21-Jun-13	552	06-14-15-30	10
18-Jun-13	551	06-09-15-22	12
14-Jun-13	550	08-09-14-15	9
11-Jun-13	549	10-11-14-27	11
7-Jun-13	548	05-14-19-29	6
4-Jun-13	547	02-18-19-25	1
31-May-13	546	01-07-14-26	9
28-May-13	545	01-09-14-18	14
24-May-13	544	02-05-11-23	9
21-May-13	543	16-17-19-21	10
17-May-13	542	04-14-20-27	7
14-May-13	541	13-14-21-27	4
10-May-13	540	06-20-26-27	8
7-May-13	539	01-13-14-18	1
3-May-13	538	01-04-14-25	10
29-Apr-13	537	14-16-21-25	13
26-Apr-13	536	01-02-17-19	11
23-Apr-13	535	06-15-25-29	10
19-Apr-13	534	16-17-18-19	11
16-Apr-13	533	01-06-14-30	5
12-Apr-13	532	09-20-21-22	4
9-Apr-13	531	05-18-20-26	2
5-Apr-13	530	04-17-19-25	7
2-Apr-13	529	03-04-08-12	3
26-Mar-13	528	09-20-25-27	5
22-Mar-13	527	06-09-11-26	6
19-Mar-13	526	13-17-18-21	9
15-Mar-13	525	01-02-25-29	8
12-Mar-13	524	14-20-22-29	9
8-Mar-13	523	03-21-29-30	7
5-Mar-13	522	01-08-20-25	5
1-Mar-13	521	11-14-26-28	13
26-Feb-13	520	05-14-22-28	14
22-Feb-13	519	04-15-24-26	5
19-Feb-13	518	04-05-09-10	2
15-Feb-13	517	04-23-25-26	9
12-Feb-13	516	03-10-23-27	11
8-Feb-13	515	01-09-18-27	13
5-Feb-13	514	03-13-25-28	8
1-Feb-13	513	08-19-20-26	13
29-Jan-13	512	03-10-24-26	7
22-Jan-13	511	02-07-24-26	12
18-Jan-13	510	04-08-11-27	9
15-Jan-13	509	03-19-26-30	10
11-Jan-13	508	10-26-28-30	7
8-Jan-13	507	13-18-21-22	7
4-Jan-13	506	04-11-22-30	1
28-Dec-12	505	12-18-28-29	11
21-Dec-12	504	08-11-17-27	7
18-Dec-12	503	03-09-15-23	10
14-Dec-12	502	08-15-17-21	10
11-Dec-12	501	01-07-23-30	9
7-Dec-12	500	04-07-19-30	5
4-Dec-12	499	08-19-28-30	11
30-Nov-12	498	02-07-24-28	15
27-Nov-12	497	03-09-17-27	7
23-Nov-12	496	07-09-21-24	7
20-Nov-12	495	04-08-11-27	5
16-Nov-12	494	04-11-17-26	12
13-Nov-12	493	07-14-18-30	9
9-Nov-12	492	13-17-20-21	7
6-Nov-12	491	01-08-11-30	15
2-Nov-12	490	05-20-23-30	13
30-Oct-12	489	02-05-19-29	4
26-Oct-12	488	09-12-16-24	8
23-Oct-12	487	04-18-25-29	14
20-Oct-12	486	10-14-19-24	8
16-Oct-12	485	11-13-17-22	1
12-Oct-12	484	22-23-27-29	2
9-Oct-12	483	03-21-23-28	13
5-Oct-12	482	10-14-20-21	13
2-Oct-12	481	11-15-18-20	8
28-Sep-12	480	01-05-11-29	9
25-Sep-12	479	02-05-10-12	4
21-Sep-12	478	02-03-11-29	12
18-Sep-12	477	17-28-29-30	15
14-Sep-12	476	02-08-14-16	7
11-Sep-12	475	13-27-28-29	6
7-Sep-12	474	08-18-25-27	5
4-Sep-12	473	07-08-22-25	6
31-Aug-12	472	17-19-25-30	10
28-Aug-12	471	12-14-17-22	9
24-Aug-12	470	11-18-19-25	12
21-Aug-12	469	08-11-13-30	13
17-Aug-12	468	10-11-12-20	13
14-Aug-12	467	02-03-18-22	7
10-Aug-12	466	09-13-16-20	4
7-Aug-12	465	16-17-18-29	11
3-Aug-12	464	04-10-16-26	5
31-Jul-12	462	15-17-22-27	13
27-Jul-12	461	11-13-15-21	9
24-Jul-12	460	11-15-17-25	10
20-Jul-12	460	15-18-24-25	9
17-Jul-12	459	12-15-16-18	5
13-Jul-12	458	05-13-19-29	3
10-Jul-12	457	10-11-21-26	8
6-Jul-12	456	10-15-21-27	11
3-Jul-12	455	01-05-29-30	11
29-Jun-12	454	07-19-21-23	12
26-Jun-12	453	05-11-12-29	9
22-Jun-12	452	04-08-09-27	14
22-Jun-12	452	04-08-09-27	14
19-Jun-12	451	07-14-15-18	10
15-Jun-12	450	04-14-18-26	8
12-Jun-12	449	11-13-22-26	7
8-Jun-12	448	14-15-22-30	13
5-Jun-12	447	03-08-13-17	9
1-Jun-12	446	03-15-19-21	15
29-May-12	445	02-19-23-29	14
25-May-12	444	04-05-12-27	9
22-May-12	443	12-14-16-21	1
18-May-12	442	05-06-16-21	13
15-May-12	441	11-16-17-28	6
11-May-12	440	14-17-20-21	8
8-May-12	439	05-07-22-30	7
4-May-12	438	02-06-14-21	5
27-Apr-12	437	11-18-20-21	13
24-Apr-12	436	12-22-29-30	8
20-Apr-12	435	01-02-18-24	1
17-Apr-12	434	09-13-14-16	12
13-Apr-12	433	02-13-17-23	9
10-Apr-12	432	14-22-24-30	14
3-Apr-12	431	11-14-15-24	8
30-Mar-12	430	07-08-15-30	6
27-Mar-12	429	12-13-15-18	13
23-Mar-12	428	05-09-11-15	1
20-Mar-12	427	01-08-11-28	2
16-Mar-12	426	02-17-22-26	3
13-Mar-12	425	05-06-13-17	13
9-Mar-12	424	01-12-20-24	15
6-Mar-12	423	07-11-21-24	11
2-Mar-12	422	01-14-15-28	11
28-Feb-12	421	03-07-21-26	10
24-Feb-12	420	06-18-21-27	3
21-Feb-12	419	10-12-17-18	12
17-Feb-12	418	10-13-19-26	9
14-Feb-12	417	13-14-20-27	15
10-Feb-12	416	12-20-22-27	8
7-Feb-12	415	09-10-12-22	10
3-Feb-12	414	11-22-24-30	5
31-Jan-12	413	16-17-20-23	3
27-Jan-12	412	03-04-08-11	11
24-Jan-12	411	11-16-18-20	15
20-Jan-12	410	05-17-22-23	3
17-Jan-12	409	09-18-20-23	1
13-Jan-12	408	11-20-25-30	7
10-Jan-12	407	03-17-20-30	5
6-Jan-12	406	04-14-19-26	15
3-Jan-12	405	01-14-24-28	9
